"reviewId","userName","userImage","content","score","thumbsUpCount","reviewCreatedVersion","at","replyContent","repliedAt","appVersion"
"fe8db63b-7994-4cc7-9562-ff64acdb654f","Joni Sujono","https://play-lh.googleusercontent.com/a/ACg8ocJYJnweIaIEEXGFD1n0K3KA8xACVt1dLCSpdKUs3Rn245aSYQ=mo","Salamsilathurhohimnya dari pecinta mesjid Mksih OPA KMG komunitas mesjid garut","5","0","2.24.7.81","2024-04-28 15:19:30","","","2.24.7.81"
"29fd09f0-05e0-4595-8bab-c929d4e0e9f3","アーニャ","https://play-lh.googleusercontent.com/a-/ALV-UjVAnF4UJrvUlGRcDkEu0aEGZaq4IHpLRyCYictwMicXW2My5D9r","Bnyk bug asu","1","0","2.24.8.85","2024-04-28 15:19:21","","","2.24.8.85"
"6f5ffc8c-44a7-46ce-b5d2-cefb1fc88e78","Merba Suropramesti","https://play-lh.googleusercontent.com/a/ACg8ocL-VQ3_qVfB63X4WbvUQ_SGutrmvJpD91KUSXvBgxnwYNXybQ=mo","Bgus","5","0","2.24.7.81","2024-04-28 15:19:19","","","2.24.7.81"
"b00566f0-0a02-4345-88c8-a39751a8f908","Ami Santaya","https://play-lh.googleusercontent.com/a-/ALV-UjXdIAGEl8AJM9HNegqT2Or_h2hIz39U8bC7-CPixLOvLCBr9GK5","Knp ko makin kesini makin gk bagus upload video jadi blur..terlalu ijo banget sekarang","4","0","2.24.8.85","2024-04-28 15:16:30","","","2.24.8.85"
"a8d831fd-d5cb-4244-8b58-c69c21bd7f13","Poer Temon","https://play-lh.googleusercontent.com/a/ACg8ocIfbNnktJbBdwBM_YVWo_O86jtYbyzpn61sBRxthn96HOAm9Q=mo","Kenapa kok tiba2 ke spam wa saya??","3","0","2.24.8.85","2024-04-28 15:15:04","","","2.24.8.85"
"523d0bfb-d4e1-424b-a93f-4ad7a97f6208","Yudi Mulyani","https://play-lh.googleusercontent.com/a-/ALV-UjVhmIY3QTs2YAgUp4VLUNgEBSf6NRT4VExw9lK5TK0NYSnxGzBd","Cara memulihkan wa kena spam","5","0","2.24.8.85","2024-04-28 15:14:48","","","2.24.8.85"
"11653d2c-2bca-482c-9be7-4294fcc6a27a","Sumarno Nano","https://play-lh.googleusercontent.com/a-/ALV-UjVhFM7Or4W31xv9jrAwBy6rRAtcDrpiapXqnFDPBj0HDNsEOKI","Oke","5","0","2.24.8.85","2024-04-28 15:14:37","","","2.24.8.85"
"23fe3cee-57a4-4278-ae6a-3602689a5163","Azwa Birin22","https://play-lh.googleusercontent.com/a-/ALV-UjVOVNCOBWrbfOI96Bsv8CDOvkjDSz_0XS60P6OijHV1ogrBeXuG","Setelah pembaharuan tidak ada info waktu di story kontak.. Parah benar","1","0","2.24.8.85","2024-04-28 15:14:17","","","2.24.8.85"
"f01c3934-831e-421d-9e98-59bd7ac4092a","Siti Aisyah","https://play-lh.googleusercontent.com/a/ACg8ocJdoqlSbzotcu47zIn969dYT_1KYYTlk5FRR_ib8oIgCZjk1A=mo","Beri rating aplikasi ini","4","0","2.24.8.85","2024-04-28 15:14:13","","","2.24.8.85"
"d81f1b27-bdc8-4165-a9d6-a49839720cea","Suparid 2803","https://play-lh.googleusercontent.com/a-/ALV-UjUgqf6rmx6iftQnRIU5kZrEHs1W6bBog7poliPNbp-b6JolnP37","Untuk pihak WhatsApp yang tidak saya hormati sama sekali, kalau pihak kalian tidak bisa membuat WhatsApp resmi menjadi lebih baik dan tidak bisa mengembangkan fitur fiturnya. Setidaknya kalian jangan banned para pengguna WhatsApp Mod. Karena kami nyaman menggunakan WhatsApp Mod, dengan beribu-ribu fitur gratis yang TIDAK BISA KAMI DAPATKAN DI APLIKASI WHATSAPP RESMI KALIAN. Alasannya kalian membanned Aplikasi WhatsApp Mod, karena KALIAN TAKUT TERSAINGI DAN TAKUT WHATSAPP RESMI TIDAK LAKU.BETUL ?","1","0","2.24.8.85","2024-04-28 15:12:34","","","2.24.8.85"
"8a3027d7-1397-4ee4-b205-34ac8f043c8e","Ridwan Hajoo","https://play-lh.googleusercontent.com/a/ACg8ocJPeEJL42E88EijOACSfIfcUnZsAgpBfSwjkT93Zwk3rOlY3w=mo","Sangat membantu","5","0","","2024-04-28 15:11:53","","",""
"f4cec46a-be4c-4f1c-b929-8e13a65ae06f","adityaa flvv","https://play-lh.googleusercontent.com/a-/ALV-UjUzUqvr1G9tRn239HPY9ReO0T_C0QT3CIvjHOpZJEimzChgt5zD","Semakin kesini semakin canggih desain tapi buruk sekali di bagian telfon/message,sering terjadi lag saat telfon/vc,kadang juga wa paksa berhenti padahal hp support,buka semua aplikasi lancar semua tapi kalo wa pasti lag tolong development nya dong..","1","0","2.24.8.85","2024-04-28 15:10:56","","","2.24.8.85"
"1c26e8f9-67c4-4dd7-b2b3-f6f1c951f50d","Putra Kembar","https://play-lh.googleusercontent.com/a-/ALV-UjVaIZltifbkZDqHe7M8-Vof_SDWlYWg3ngNih5dtYBHEt1uiwSW","Mantab","5","0","2.24.8.85","2024-04-28 15:10:24","","","2.24.8.85"
